date_enrolled,date_completed,track_name,student_id,student_track_id,track_completed,days_for_completion,completion_bucket
2022-10-20,NULL,"Data Scientist",295506,1,0,NULL,NULL
2022-10-20,NULL,"Data Analyst",295496,2,0,NULL,NULL
2022-10-20,NULL,"Business Analyst",295456,3,0,NULL,NULL
2022-10-20,NULL,"Data Analyst",295448,4,0,NULL,NULL
2022-10-20,NULL,"Data Scientist",295421,5,0,NULL,NULL
2022-10-19,NULL,"Business Analyst",295370,6,0,NULL,NULL
2022-10-19,NULL,"Data Analyst",295328,7,0,NULL,NULL
2022-10-20,NULL,"Data Scientist",295307,8,0,NULL,NULL
2022-10-19,NULL,"Data Scientist",295303,9,0,NULL,NULL
2022-10-19,NULL,"Data Scientist",295300,10,0,NULL,NULL
2022-10-19,NULL,"Data Analyst",295300,11,0,NULL,NULL
2022-10-19,NULL,"Business Analyst",295300,12,0,NULL,NULL
2022-10-19,NULL,"Data Scientist",295283,13,0,NULL,NULL
2022-10-19,NULL,"Data Analyst",295264,14,0,NULL,NULL
2022-10-19,NULL,"Data Analyst",295260,15,0,NULL,NULL
2022-10-19,NULL,"Data Scientist",295258,16,0,NULL,NULL
2022-10-18,NULL,"Data Scientist",295253,17,0,NULL,NULL
2022-10-18,NULL,"Data Scientist",295241,18,0,NULL,NULL
2022-10-18,NULL,"Data Scientist",295225,19,0,NULL,NULL
2022-10-18,NULL,"Data Analyst",295224,20,0,NULL,NULL
2022-10-18,NULL,"Data Analyst",295219,21,0,NULL,NULL
2022-10-18,NULL,"Data Scientist",295211,22,0,NULL,NULL
2022-10-18,NULL,"Data Analyst",295207,23,0,NULL,NULL
2022-10-18,NULL,"Data Scientist",295181,24,0,NULL,NULL
2022-10-18,NULL,"Data Scientist",295177,25,0,NULL,NULL
2022-10-18,NULL,"Data Analyst",295177,26,0,NULL,NULL
2022-10-18,NULL,"Business Analyst",295177,27,0,NULL,NULL
2022-10-18,NULL,"Data Scientist",295176,28,0,NULL,NULL
2022-10-18,NULL,"Data Analyst",295174,29,0,NULL,NULL
2022-10-18,NULL,"Data Analyst",295164,30,0,NULL,NULL
2022-10-18,NULL,"Business Analyst",295164,31,0,NULL,NULL
2022-10-18,NULL,"Data Scientist",295151,32,0,NULL,NULL
2022-10-18,NULL,"Data Scientist",295122,33,0,NULL,NULL
2022-10-18,NULL,"Data Scientist",295106,34,0,NULL,NULL
2022-10-19,NULL,"Data Analyst",295088,35,0,NULL,NULL
2022-10-17,NULL,"Data Analyst",295058,36,0,NULL,NULL
2022-10-17,NULL,"Data Analyst",295056,37,0,NULL,NULL
2022-10-17,NULL,"Data Analyst",295050,38,0,NULL,NULL
2022-10-17,NULL,"Business Analyst",295047,39,0,NULL,NULL
2022-10-17,NULL,"Data Analyst",295000,40,0,NULL,NULL
2022-10-16,NULL,"Business Analyst",294981,41,0,NULL,NULL
2022-10-16,NULL,"Data Scientist",294962,42,0,NULL,NULL
2022-10-16,NULL,"Data Analyst",294960,43,0,NULL,NULL
2022-10-16,NULL,"Data Analyst",294950,44,0,NULL,NULL
2022-10-16,NULL,"Data Scientist",294949,45,0,NULL,NULL
2022-10-16,NULL,"Data Analyst",294948,46,0,NULL,NULL
2022-10-16,NULL,"Data Analyst",294925,47,0,NULL,NULL
2022-10-16,NULL,"Data Analyst",294924,48,0,NULL,NULL
2022-10-16,NULL,"Data Scientist",294914,49,0,NULL,NULL
2022-10-16,NULL,"Data Analyst",294907,50,0,NULL,NULL
2022-10-15,NULL,"Data Scientist",294857,51,0,NULL,NULL
2022-10-17,NULL,"Data Analyst",294853,52,0,NULL,NULL
2022-10-15,NULL,"Data Scientist",294849,53,0,NULL,NULL
2022-10-15,NULL,"Data Scientist",294803,54,0,NULL,NULL
2022-10-15,NULL,"Data Analyst",294800,55,0,NULL,NULL
2022-10-15,NULL,"Data Analyst",294792,56,0,NULL,NULL
2022-10-15,NULL,"Data Scientist",294787,57,0,NULL,NULL
2022-10-16,NULL,"Data Analyst",294771,58,0,NULL,NULL
2022-10-14,NULL,"Data Scientist",294727,59,0,NULL,NULL
2022-10-14,NULL,"Business Analyst",294727,60,0,NULL,NULL
2022-10-14,NULL,"Data Scientist",294715,61,0,NULL,NULL
2022-10-14,NULL,"Data Analyst",294707,62,0,NULL,NULL
2022-10-14,NULL,"Data Scientist",294706,63,0,NULL,NULL
2022-10-14,NULL,"Data Scientist",294663,64,0,NULL,NULL
2022-10-14,NULL,"Data Analyst",294659,65,0,NULL,NULL
2022-10-14,NULL,"Data Scientist",294649,66,0,NULL,NULL
2022-10-14,NULL,"Data Analyst",294647,67,0,NULL,NULL
2022-10-13,NULL,"Business Analyst",294630,68,0,NULL,NULL
2022-10-13,NULL,"Data Scientist",294629,69,0,NULL,NULL
2022-10-18,NULL,"Data Scientist",294540,70,0,NULL,NULL
2022-10-17,NULL,"Data Analyst",294540,71,0,NULL,NULL
2022-10-18,NULL,"Business Analyst",294540,72,0,NULL,NULL
2022-10-13,NULL,"Business Analyst",294523,73,0,NULL,NULL
2022-10-16,NULL,"Data Scientist",294521,74,0,NULL,NULL
2022-10-13,NULL,"Data Analyst",294483,75,0,NULL,NULL
2022-10-12,NULL,"Data Scientist",294438,76,0,NULL,NULL
2022-10-19,NULL,"Data Scientist",294429,77,0,NULL,NULL
2022-10-12,NULL,"Data Analyst",294413,78,0,NULL,NULL
2022-10-12,NULL,"Data Scientist",294403,79,0,NULL,NULL
2022-10-12,NULL,"Data Analyst",294400,80,0,NULL,NULL
2022-10-17,NULL,"Data Analyst",294387,81,0,NULL,NULL
2022-10-12,NULL,"Data Scientist",294378,82,0,NULL,NULL
2022-10-12,NULL,"Data Scientist",294371,83,0,NULL,NULL
2022-10-12,NULL,"Business Analyst",294354,84,0,NULL,NULL
2022-10-12,NULL,"Data Analyst",294347,85,0,NULL,NULL
2022-10-11,NULL,"Business Analyst",294316,86,0,NULL,NULL
2022-10-11,NULL,"Data Scientist",294309,87,0,NULL,NULL
2022-10-11,NULL,"Data Scientist",294281,88,0,NULL,NULL
2022-10-11,NULL,"Data Scientist",294280,89,0,NULL,NULL
2022-10-11,NULL,"Data Analyst",294253,90,0,NULL,NULL
2022-10-11,NULL,"Data Scientist",294248,91,0,NULL,NULL
2022-10-11,NULL,"Data Scientist",294245,92,0,NULL,NULL
2022-10-11,NULL,"Business Analyst",294241,93,0,NULL,NULL
2022-10-11,NULL,"Business Analyst",294230,94,0,NULL,NULL
2022-10-17,NULL,"Data Analyst",294227,95,0,NULL,NULL
2022-10-11,NULL,"Data Scientist",294225,96,0,NULL,NULL
2022-10-17,NULL,"Business Analyst",294218,97,0,NULL,NULL
2022-10-11,NULL,"Data Analyst",294199,98,0,NULL,NULL
2022-10-17,NULL,"Data Scientist",294193,99,0,NULL,NULL
2022-10-11,NULL,"Business Analyst",294190,100,0,NULL,NULL
2022-10-11,NULL,"Data Analyst",294142,101,0,NULL,NULL
2022-10-10,NULL,"Data Scientist",294131,102,0,NULL,NULL
2022-10-10,NULL,"Data Analyst",294130,103,0,NULL,NULL
2022-10-11,NULL,"Business Analyst",294122,104,0,NULL,NULL
2022-10-20,NULL,"Business Analyst",294104,105,0,NULL,NULL
2022-10-10,NULL,"Data Analyst",294099,106,0,NULL,NULL
2022-10-10,NULL,"Data Scientist",294094,107,0,NULL,NULL
2022-10-10,NULL,"Data Analyst",294061,108,0,NULL,NULL
2022-10-20,NULL,"Data Scientist",294043,109,0,NULL,NULL
2022-10-19,NULL,"Data Analyst",294043,110,0,NULL,NULL
2022-10-20,NULL,"Business Analyst",294043,111,0,NULL,NULL
2022-10-11,NULL,"Data Analyst",294037,112,0,NULL,NULL
2022-10-20,NULL,"Data Analyst",294035,113,0,NULL,NULL
2022-10-10,NULL,"Business Analyst",294032,114,0,NULL,NULL
2022-10-16,NULL,"Business Analyst",294028,115,0,NULL,NULL
2022-10-10,NULL,"Data Scientist",294025,116,0,NULL,NULL
2022-10-10,NULL,"Data Analyst",294025,117,0,NULL,NULL
2022-10-10,NULL,"Business Analyst",294025,118,0,NULL,NULL
2022-10-10,NULL,"Data Analyst",294022,119,0,NULL,NULL
2022-10-10,NULL,"Data Scientist",294015,120,0,NULL,NULL
2022-10-10,NULL,"Data Scientist",294006,121,0,NULL,NULL
2022-10-09,NULL,"Data Analyst",293983,122,0,NULL,NULL
2022-10-09,NULL,"Data Analyst",293979,123,0,NULL,NULL
2022-10-09,NULL,"Data Scientist",293976,124,0,NULL,NULL
2022-10-10,NULL,"Business Analyst",293965,125,0,NULL,NULL
2022-10-09,NULL,"Data Scientist",293962,126,0,NULL,NULL
2022-10-11,NULL,"Data Scientist",293951,127,0,NULL,NULL
2022-10-14,NULL,"Data Analyst",293936,128,0,NULL,NULL
2022-10-09,NULL,"Data Scientist",293926,129,0,NULL,NULL
2022-10-09,NULL,"Data Analyst",293891,130,0,NULL,NULL
2022-10-08,NULL,"Data Analyst",293857,131,0,NULL,NULL
2022-10-13,NULL,"Data Scientist",293852,132,0,NULL,NULL
2022-10-08,NULL,"Data Scientist",293838,133,0,NULL,NULL
2022-10-08,NULL,"Data Analyst",293834,134,0,NULL,NULL
2022-10-08,NULL,"Business Analyst",293826,135,0,NULL,NULL
2022-10-08,NULL,"Data Scientist",293815,136,0,NULL,NULL
2022-10-08,NULL,"Data Analyst",293812,137,0,NULL,NULL
2022-10-07,NULL,"Data Analyst",293742,138,0,NULL,NULL
2022-10-07,NULL,"Data Scientist",293736,139,0,NULL,NULL
2022-10-07,NULL,"Data Analyst",293732,140,0,NULL,NULL
2022-10-09,NULL,"Data Scientist",293713,141,0,NULL,NULL
2022-10-08,NULL,"Data Analyst",293682,142,0,NULL,NULL
2022-10-07,NULL,"Business Analyst",293671,143,0,NULL,NULL
2022-10-07,NULL,"Data Scientist",293664,144,0,NULL,NULL
2022-10-07,NULL,"Data Scientist",293626,145,0,NULL,NULL
2022-10-06,NULL,"Data Scientist",293593,146,0,NULL,NULL
2022-10-14,NULL,"Data Scientist",293592,147,0,NULL,NULL
2022-10-06,NULL,"Data Scientist",293579,148,0,NULL,NULL
2022-10-13,NULL,"Business Analyst",293570,149,0,NULL,NULL
2022-10-16,NULL,"Business Analyst",293564,150,0,NULL,NULL
2022-10-06,NULL,"Data Analyst",293561,151,0,NULL,NULL
2022-10-06,NULL,"Data Scientist",293557,152,0,NULL,NULL
2022-10-06,NULL,"Data Scientist",293547,153,0,NULL,NULL
2022-10-13,NULL,"Data Analyst",293541,154,0,NULL,NULL
2022-10-06,NULL,"Data Scientist",293511,155,0,NULL,NULL
2022-10-06,NULL,"Data Scientist",293507,156,0,NULL,NULL
2022-10-06,NULL,"Data Scientist",293495,157,0,NULL,NULL
2022-10-06,NULL,"Data Scientist",293486,158,0,NULL,NULL
2022-10-06,NULL,"Data Scientist",293481,159,0,NULL,NULL
2022-10-06,NULL,"Data Analyst",293469,160,0,NULL,NULL
2022-10-05,NULL,"Business Analyst",293465,161,0,NULL,NULL
2022-10-05,NULL,"Data Scientist",293447,162,0,NULL,NULL
2022-10-05,NULL,"Data Scientist",293431,163,0,NULL,NULL
2022-10-05,NULL,"Data Analyst",293427,164,0,NULL,NULL
2022-10-05,NULL,"Data Scientist",293407,165,0,NULL,NULL
2022-10-05,NULL,"Data Analyst",293395,166,0,NULL,NULL
2022-10-09,NULL,"Data Scientist",293381,167,0,NULL,NULL
2022-10-05,NULL,"Data Scientist",293370,168,0,NULL,NULL
2022-10-05,NULL,"Data Analyst",293367,169,0,NULL,NULL
2022-10-05,NULL,"Business Analyst",293341,170,0,NULL,NULL
2022-10-05,NULL,"Business Analyst",293332,171,0,NULL,NULL
2022-10-05,NULL,"Data Scientist",293330,172,0,NULL,NULL
2022-10-05,NULL,"Data Analyst",293324,173,0,NULL,NULL
2022-10-05,NULL,"Data Scientist",293315,174,0,NULL,NULL
2022-10-06,NULL,"Data Scientist",293311,175,0,NULL,NULL
2022-10-04,NULL,"Data Scientist",293303,176,0,NULL,NULL
2022-10-08,NULL,"Data Analyst",293303,177,0,NULL,NULL
2022-10-04,NULL,"Data Scientist",293282,178,0,NULL,NULL
2022-10-04,NULL,"Data Scientist",293273,179,0,NULL,NULL
2022-10-11,NULL,"Data Analyst",293248,180,0,NULL,NULL
2022-10-10,NULL,"Data Analyst",293241,181,0,NULL,NULL
2022-10-05,NULL,"Data Analyst",293236,182,0,NULL,NULL
2022-10-04,NULL,"Data Analyst",293233,183,0,NULL,NULL
2022-10-05,NULL,"Data Analyst",293216,184,0,NULL,NULL
2022-10-05,NULL,"Data Scientist",293214,185,0,NULL,NULL
2022-10-04,NULL,"Data Scientist",293194,186,0,NULL,NULL
2022-10-04,NULL,"Business Analyst",293192,187,0,NULL,NULL
2022-10-04,NULL,"Data Scientist",293156,188,0,NULL,NULL
2022-10-03,NULL,"Business Analyst",293148,189,0,NULL,NULL
2022-10-05,NULL,"Business Analyst",293132,190,0,NULL,NULL
2022-10-04,NULL,"Business Analyst",293095,191,0,NULL,NULL
2022-10-07,NULL,"Data Scientist",293083,192,0,NULL,NULL
2022-10-12,NULL,"Data Analyst",293083,193,0,NULL,NULL
2022-10-17,NULL,"Business Analyst",293083,194,0,NULL,NULL
2022-10-03,NULL,"Data Scientist",293073,195,0,NULL,NULL
2022-10-03,NULL,"Data Analyst",293071,196,0,NULL,NULL
2022-10-03,NULL,"Business Analyst",293067,197,0,NULL,NULL
2022-10-03,NULL,"Data Scientist",293062,198,0,NULL,NULL
2022-10-03,NULL,"Data Scientist",293058,199,0,NULL,NULL
2022-10-03,NULL,"Data Scientist",293045,200,0,NULL,NULL
2022-10-03,NULL,"Data Scientist",293038,201,0,NULL,NULL
2022-10-03,NULL,"Data Scientist",293035,202,0,NULL,NULL
2022-10-02,NULL,"Business Analyst",293015,203,0,NULL,NULL
2022-10-17,NULL,"Business Analyst",293013,204,0,NULL,NULL
2022-10-07,NULL,"Business Analyst",293002,205,0,NULL,NULL
2022-10-13,NULL,"Data Scientist",292992,206,0,NULL,NULL
2022-10-02,NULL,"Data Analyst",292983,207,0,NULL,NULL
2022-10-02,NULL,"Data Scientist",292973,208,0,NULL,NULL
2022-10-02,NULL,"Data Analyst",292972,209,0,NULL,NULL
2022-10-03,NULL,"Data Analyst",292967,210,0,NULL,NULL
2022-10-03,NULL,"Business Analyst",292967,211,0,NULL,NULL
2022-10-02,NULL,"Data Scientist",292965,212,0,NULL,NULL
2022-10-02,NULL,"Data Analyst",292961,213,0,NULL,NULL
2022-10-02,NULL,"Data Scientist",292939,214,0,NULL,NULL
2022-10-02,NULL,"Data Scientist",292935,215,0,NULL,NULL
2022-10-02,NULL,"Data Scientist",292934,216,0,NULL,NULL
2022-10-02,NULL,"Data Scientist",292931,217,0,NULL,NULL
2022-10-02,NULL,"Business Analyst",292928,218,0,NULL,NULL
2022-10-14,NULL,"Data Scientist",292924,219,0,NULL,NULL
2022-10-02,NULL,"Business Analyst",292915,220,0,NULL,NULL
2022-10-02,NULL,"Data Scientist",292862,221,0,NULL,NULL
2022-10-07,NULL,"Business Analyst",292845,222,0,NULL,NULL
2022-10-01,NULL,"Data Analyst",292836,223,0,NULL,NULL
2022-10-02,NULL,"Data Analyst",292830,224,0,NULL,NULL
2022-10-01,NULL,"Data Analyst",292810,225,0,NULL,NULL
2022-10-01,NULL,"Data Analyst",292784,226,0,NULL,NULL
2022-10-01,NULL,"Data Scientist",292783,227,0,NULL,NULL
2022-10-01,2022-11-01,"Data Analyst",292774,228,1,31,"31 to 60 days"
2022-09-30,NULL,"Data Scientist",292765,229,0,NULL,NULL
2022-09-30,NULL,"Business Analyst",292764,230,0,NULL,NULL
2022-10-12,NULL,"Business Analyst",292757,231,0,NULL,NULL
2022-09-30,NULL,"Data Analyst",292724,232,0,NULL,NULL
2022-09-30,NULL,"Data Scientist",292699,233,0,NULL,NULL
2022-09-30,NULL,"Data Scientist",292672,234,0,NULL,NULL
2022-09-30,NULL,"Data Analyst",292671,235,0,NULL,NULL
2022-10-05,NULL,"Data Scientist",292668,236,0,NULL,NULL
2022-09-30,NULL,"Data Scientist",292657,237,0,NULL,NULL
2022-09-30,NULL,"Data Analyst",292657,238,0,NULL,NULL
2022-09-30,NULL,"Data Scientist",292642,239,0,NULL,NULL
2022-10-03,NULL,"Data Scientist",292640,240,0,NULL,NULL
2022-10-01,NULL,"Business Analyst",292628,241,0,NULL,NULL
